# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "RNA_seq_workflow/annotation/Hordeum_vulgare.MorexV3_pseudomolecules_assembly.60.chr.gff3" "-o" "RNA_seq_workflow/output/4_final_counts/gene_counts.txt" "-t" "gene" "-g" "gene_id" "-p" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam
HORVU.MOREX.r3.7HG0686030	7H	219312769	219315014	-	2246	4	0	0	0	0	0	4	0
HORVU.MOREX.r3.7HG0686090	7H	220488405	220489145	+	741	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686110	7H	220525189	220526428	-	1240	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686160	7H	220848598	220850011	-	1414	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686250	7H	221937525	221937848	+	324	0	0	0	0	0	0	2	0
HORVU.MOREX.r3.7HG0686260	7H	221985540	221986145	+	606	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686270	7H	222225850	222227334	+	1485	3	5	0	0	2	0	2	0
HORVU.MOREX.r3.7HG0686300	7H	222249821	222251778	+	1958	2019	1703	4275	2089	2087	2319	2656	2596
HORVU.MOREX.r3.7HG0686310	7H	222252126	222255283	-	3158	44	8	43	32	34	52	32	32
HORVU.MOREX.r3.7HG0686320	7H	222295392	222300966	-	5575	69	35	34	40	30	53	43	51
HORVU.MOREX.r3.7HG0686330	7H	222300264	222300638	-	375	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686390	7H	222529497	222530144	+	648	35	34	15	14	25	19	41	19
HORVU.MOREX.r3.7HG0686430	7H	222545862	222547213	+	1352	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686440	7H	222550603	222551395	-	793	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686460	7H	222762018	222765922	-	3905	3517	2772	2291	2259	2142	2893	2313	2816
HORVU.MOREX.r3.7HG0686480	7H	222767950	222776144	+	8195	521	399	451	366	353	489	439	541
HORVU.MOREX.r3.7HG0686490	7H	222976602	222980100	+	3499	2727	2244	2548	2428	1932	2315	2367	2714
HORVU.MOREX.r3.7HG0686530	7H	223312405	223316939	+	4535	1506	1337	1258	1315	1293	1578	1283	1475
HORVU.MOREX.r3.7HG0686540	7H	223316971	223318355	-	1385	400	186	376	392	161	177	291	319
HORVU.MOREX.r3.7HG0686550	7H	223611383	223618316	-	6934	2915	2393	2503	1973	2413	2937	2600	2716
HORVU.MOREX.r3.7HG0686560	7H	223878703	223879641	-	939	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686570	7H	223981323	223982441	+	1119	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686580	7H	224260505	224267200	+	6696	967	915	1084	819	849	1041	777	1055
HORVU.MOREX.r3.7HG0686670	7H	225067590	225080985	+	13396	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686690	7H	225254935	225267536	-	12602	1006	901	828	599	747	1030	852	949
HORVU.MOREX.r3.7HG0686710	7H	225740211	225740936	-	726	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686730	7H	225846737	225850911	+	4175	2004	2118	2299	1592	1594	2222	1647	1687
HORVU.MOREX.r3.7HG0686750	7H	226185605	226188071	-	2467	2223	1806	2587	2309	3034	2208	2316	2691
HORVU.MOREX.r3.7HG0686780	7H	226488451	226489378	-	928	3	0	0	0	3	0	2	4
HORVU.MOREX.r3.7HG0686790	7H	226677685	226683643	+	5959	21226	16650	23998	22306	18459	18760	22556	25411
HORVU.MOREX.r3.7HG0686800	7H	226684168	226685667	+	1500	4	0	3	4	1	0	2	2
HORVU.MOREX.r3.7HG0686830	7H	226798034	226800036	+	2003	2759	2608	4355	2674	2470	2972	3002	3214
HORVU.MOREX.r3.7HG0686840	7H	227246008	227247579	-	1572	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686880	7H	227957965	227958442	-	478	7	3	15	10	5	3	5	8
HORVU.MOREX.r3.7HG0686900	7H	228266365	228268133	-	1769	59	60	401	175	316	81	209	145
HORVU.MOREX.r3.7HG0686910	7H	228365473	228365670	-	198	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686920	7H	228631005	228631513	+	509	0	2	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686930	7H	228631573	228631785	+	213	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0686940	7H	228632114	228637941	-	5828	1132	957	1002	832	820	1150	872	1004
HORVU.MOREX.r3.7HG0686950	7H	228757595	228763222	-	5628	918	665	1056	769	640	752	819	881
HORVU.MOREX.r3.7HG0686960	7H	229044482	229046068	-	1587	2	0	0	2	0	0	0	0
HORVU.MOREX.r3.7HG0686980	7H	229170442	229172096	-	1655	1318	519	420	877	340	520	445	606
HORVU.MOREX.r3.7HG0687040	7H	230132326	230133871	-	1546	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687050	7H	230136401	230139564	-	3164	3	0	0	0	2	0	2	0
HORVU.MOREX.r3.7HG0687070	7H	230190233	230191672	-	1440	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687080	7H	230689669	230693578	+	3910	1724	2214	1420	1390	1806	2150	1562	1946
HORVU.MOREX.r3.7HG0687190	7H	231149795	231152763	+	2969	426	317	331	276	291	446	330	314
HORVU.MOREX.r3.7HG0687210	7H	231498572	231511691	+	13120	1257	1029	1103	905	1050	1142	1039	1231
HORVU.MOREX.r3.7HG0687250	7H	232421447	232423308	-	1862	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687260	7H	232447626	232451555	-	3930	55	53	57	26	36	52	33	17
HORVU.MOREX.r3.7HG0687350	7H	234554055	234555147	-	1093	2	4	0	0	0	4	2	4
HORVU.MOREX.r3.7HG0687380	7H	235155540	235156794	-	1255	10	0	4	6	9	14	6	16
HORVU.MOREX.r3.7HG0687420	7H	235550637	235551723	-	1087	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687430	7H	235807883	235812155	+	4273	1361	996	1066	1069	1003	1187	1006	1338
HORVU.MOREX.r3.7HG0687450	7H	235945700	235948568	+	2869	1687	978	1481	1410	1076	1283	1126	1482
HORVU.MOREX.r3.7HG0687460	7H	236261117	236261883	+	767	560	377	803	558	263	477	437	509
HORVU.MOREX.r3.7HG0687470	7H	236379469	236381718	+	2250	2	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687480	7H	236670101	236672108	+	2008	207	240	185	175	183	295	172	210
HORVU.MOREX.r3.7HG0687490	7H	237122999	237123703	-	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687500	7H	237130445	237130933	+	489	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687510	7H	237198272	237198796	+	525	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687530	7H	237430504	237431780	+	1277	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687540	7H	237601594	237606535	+	4942	1212	1121	963	1150	1019	1107	1100	1325
HORVU.MOREX.r3.7HG0687560	7H	237909507	237910223	-	717	559	294	331	407	171	182	156	157
HORVU.MOREX.r3.7HG0687590	7H	238073356	238076919	-	3564	18756	15230	22469	17859	14610	18828	17600	18467
HORVU.MOREX.r3.7HG0687600	7H	238318890	238322754	-	3865	850	835	1971	975	758	1338	1506	1548
HORVU.MOREX.r3.7HG0687630	7H	238654016	238656869	-	2854	7406	5763	5193	7102	5809	6725	6439	7398
HORVU.MOREX.r3.7HG0687640	7H	238979105	238979524	+	420	588	478	543	573	467	430	423	527
HORVU.MOREX.r3.7HG0687680	7H	239465383	239466078	-	696	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687750	7H	239480707	239481570	-	864	4	2	4	0	2	0	0	0
HORVU.MOREX.r3.7HG0687760	7H	239483211	239485281	-	2071	41	0	2	41	4	16	10	7
HORVU.MOREX.r3.7HG0687790	7H	240308366	240309306	-	941	241	123	129	144	77	280	99	117
HORVU.MOREX.r3.7HG0687860	7H	241017863	241018520	-	658	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687900	7H	241198178	241198540	+	363	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687920	7H	241237589	241242377	+	4789	22	4	8	10	22	8	4	11
HORVU.MOREX.r3.7HG0687930	7H	241539586	241540299	+	714	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687940	7H	241658344	241659057	+	714	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0687960	7H	241759839	241760552	+	714	10	12	3	6	6	20	7	6
HORVU.MOREX.r3.7HG0687970	7H	241762019	241762732	+	714	8	0	7	10	0	2	4	6
HORVU.MOREX.r3.7HG0687980	7H	241764098	241765501	-	1404	17	19	11	6	12	18	2	10
HORVU.MOREX.r3.7HG0688020	7H	241776503	241777204	+	702	6	2	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688040	7H	241823435	241824193	+	759	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688050	7H	241826847	241827716	+	870	4	2	12	0	0	1	12	1
HORVU.MOREX.r3.7HG0688080	7H	241831671	241832375	+	705	16	4	10	4	0	2	7	5
HORVU.MOREX.r3.7HG0688110	7H	241919484	241920051	+	568	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688270	7H	242262266	242265453	-	3188	3060	4026	8329	2894	3965	5443	4055	4546
HORVU.MOREX.r3.7HG0688280	7H	242438771	242442897	+	4127	1176	1055	811	963	1186	1257	964	1225
HORVU.MOREX.r3.7HG0688300	7H	242608326	242614695	+	6370	557	454	319	325	318	521	385	453
HORVU.MOREX.r3.7HG0688310	7H	242617228	242621797	+	4570	0	2	2	2	0	0	3	2
HORVU.MOREX.r3.7HG0688330	7H	242750317	242760191	-	9875	1276	1049	741	829	1211	1416	925	1261
HORVU.MOREX.r3.7HG0688380	7H	243102219	243112617	+	10399	1165	642	997	593	587	710	977	827
HORVU.MOREX.r3.7HG0688400	7H	243118346	243120965	-	2620	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688410	7H	243239277	243239904	-	628	2	0	0	0	0	5	0	0
HORVU.MOREX.r3.7HG0688550	7H	244995506	245001942	+	6437	692	499	734	640	445	527	546	628
HORVU.MOREX.r3.7HG0688570	7H	245766954	245767661	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688580	7H	245887311	245893323	+	6013	2838	2055	2186	2084	1751	2366	2231	2551
HORVU.MOREX.r3.7HG0688610	7H	246210740	246211267	+	528	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688620	7H	246213113	246213493	+	381	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688640	7H	246313512	246314285	-	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688690	7H	246346973	246362015	+	15043	2156	1638	1664	1131	1619	1724	1516	1833
HORVU.MOREX.r3.7HG0688720	7H	246565599	246567301	+	1703	2075	2487	2113	2018	2426	2617	2077	2697
HORVU.MOREX.r3.7HG0688730	7H	246567820	246606952	-	39133	731	573	684	473	482	593	526	638
HORVU.MOREX.r3.7HG0688780	7H	247147581	247148421	-	841	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688870	7H	247501430	247504350	-	2921	3338	6920	3765	3013	5353	6877	3596	5967
HORVU.MOREX.r3.7HG0688880	7H	247504741	247510399	-	5659	986	758	862	645	683	855	787	858
HORVU.MOREX.r3.7HG0688900	7H	247512372	247513064	+	693	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688930	7H	247816067	247816978	+	912	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688940	7H	247829261	247829653	+	393	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0688950	7H	247831833	247835999	-	4167	1904	1622	1973	1633	1362	1881	1615	1791
HORVU.MOREX.r3.7HG0689010	7H	248545659	248547008	-	1350	1058	1266	1449	1275	1027	913	1358	1461
HORVU.MOREX.r3.7HG0689040	7H	248786848	248789475	+	2628	5121	7431	13399	5133	7069	9242	6970	7529
HORVU.MOREX.r3.7HG0689050	7H	248789380	248798004	-	8625	1755	1398	1665	1373	1227	1325	1508	1663
HORVU.MOREX.r3.7HG0689130	7H	249758739	249759446	-	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689150	7H	249766770	249774517	+	7748	22	22	40	17	32	14	19	30
HORVU.MOREX.r3.7HG0689170	7H	249813958	249817544	-	3587	2755	2051	2047	2488	2154	2026	1987	2291
HORVU.MOREX.r3.7HG0689200	7H	250894011	250894715	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689210	7H	251011658	251015020	+	3363	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689220	7H	251032060	251034376	+	2317	2744	2887	1634	1855	1592	3640	1734	2666
HORVU.MOREX.r3.7HG0689240	7H	251038943	251039603	+	661	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689300	7H	251210033	251237466	+	27434	4529	4565	6817	4530	3819	3965	4973	5056
HORVU.MOREX.r3.7HG0689310	7H	251238131	251238898	+	768	565	378	513	606	511	469	551	651
HORVU.MOREX.r3.7HG0689320	7H	251238975	251244940	-	5966	358	336	233	239	263	431	248	327
HORVU.MOREX.r3.7HG0689340	7H	251576182	251578863	-	2682	3182	2551	2832	2657	2635	2839	2475	3150
HORVU.MOREX.r3.7HG0689350	7H	251854569	251855258	-	690	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689360	7H	251909801	251918204	-	8404	1452	1232	1116	1146	997	1287	1039	1208
HORVU.MOREX.r3.7HG0689370	7H	252059659	252060154	+	496	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689440	7H	252484843	252485220	+	378	969	1162	981	798	855	862	818	1138
HORVU.MOREX.r3.7HG0689490	7H	252597314	252599392	-	2079	1471	1133	980	991	944	1380	991	1322
HORVU.MOREX.r3.7HG0689580	7H	253760176	253766287	-	6112	1043	931	1188	876	723	1148	910	1082
HORVU.MOREX.r3.7HG0689590	7H	254514046	254519251	+	5206	1141	1052	759	686	785	1323	838	1027
HORVU.MOREX.r3.7HG0689620	7H	255011458	255011889	-	432	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689660	7H	255374242	255375169	-	928	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689670	7H	255464335	255465024	+	690	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689680	7H	255516812	255543533	+	26722	949	677	822	650	609	863	661	745
HORVU.MOREX.r3.7HG0689750	7H	255629656	255630806	+	1151	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689770	7H	256140369	256145309	+	4941	136	104	134	103	100	117	120	130
HORVU.MOREX.r3.7HG0689870	7H	256857131	256857838	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689890	7H	257067065	257067757	-	693	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0689920	7H	257445643	257449761	-	4119	3889	3224	3454	3663	2802	3558	3509	4611
HORVU.MOREX.r3.7HG0689940	7H	257771081	257772019	+	939	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0690090	7H	258693637	258694598	+	962	0	2	0	2	2	0	1	2
HORVU.MOREX.r3.7HG0690120	7H	258897883	258898675	+	793	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0690240	7H	260004584	260006936	-	2353	6	4	6	2	4	4	2	0
HORVU.MOREX.r3.7HG0690250	7H	260032958	260033897	+	940	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0690270	7H	260923839	260936670	+	12832	9344	11631	16060	9826	11771	12450	11954	12065
HORVU.MOREX.r3.7HG0690370	7H	262773439	262778419	+	4981	4171	4481	7307	3659	3384	5497	4875	4658
HORVU.MOREX.r3.7HG0690400	7H	263251187	263251876	-	690	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0690460	7H	263609792	263617280	-	7489	2267	2036	2243	1589	1762	2331	1759	2164
HORVU.MOREX.r3.7HG0690540	7H	264213998	264214354	+	357	0	0	2	0	0	0	0	0
HORVU.MOREX.r3.7HG0690550	7H	264221593	264231974	-	10382	1204	1287	1041	974	1125	1203	1121	1240
HORVU.MOREX.r3.7HG0690610	7H	264501915	264503246	-	1332	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0690650	7H	265196541	265197314	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0690670	7H	265297593	265309241	+	11649	13120	11216	20845	9624	9169	14655	14071	13840
HORVU.MOREX.r3.7HG0690730	7H	265740315	265741427	+	1113	0	0	0	0	2	0	0	1
HORVU.MOREX.r3.7HG0690780	7H	266486841	266490817	+	3977	1441	1125	1157	1080	1073	1223	1160	1186
HORVU.MOREX.r3.7HG0690810	7H	267215903	267227127	-	11225	1090	1229	1042	1034	1018	1133	1072	1225
HORVU.MOREX.r3.7HG0690820	7H	267230754	267231323	+	570	2	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0690890	7H	267627073	267630184	-	3112	113	38	111	68	67	100	103	72
HORVU.MOREX.r3.7HG0690940	7H	268117553	268118740	+	1188	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0690990	7H	268679231	268689139	-	9909	745	520	594	560	554	608	711	678
HORVU.MOREX.r3.7HG0691000	7H	269455514	269456187	-	674	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691010	7H	269472242	269478816	-	6575	1305	1099	869	929	915	1166	819	1060
HORVU.MOREX.r3.7HG0691040	7H	270154598	270155112	+	515	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691060	7H	270171701	270178995	-	7295	1309	900	1031	956	831	1188	854	1121
HORVU.MOREX.r3.7HG0691100	7H	270464711	270465133	+	423	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691110	7H	270544319	270544879	-	561	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691120	7H	270561447	270566370	-	4924	124	153	75	86	146	141	86	150
HORVU.MOREX.r3.7HG0691180	7H	271366374	271370741	+	4368	1756	1530	1198	1364	1452	1566	1209	1686
HORVU.MOREX.r3.7HG0691210	7H	272176601	272195230	-	18630	1379	1411	906	1040	1302	1219	1252	1296
HORVU.MOREX.r3.7HG0691390	7H	273708437	273709017	+	581	6	8	39	6	16	12	10	4
HORVU.MOREX.r3.7HG0691440	7H	273758922	273761030	+	2109	0	4	0	0	0	9	0	0
HORVU.MOREX.r3.7HG0691500	7H	275530126	275571605	-	41480	1852	1592	2729	1424	1439	1889	1737	1856
HORVU.MOREX.r3.7HG0691520	7H	275822884	275823822	+	939	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691530	7H	276231356	276292029	+	60674	2519	2809	2025	1260	2401	2760	2351	2377
HORVU.MOREX.r3.7HG0691550	7H	276823243	276823527	-	285	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691600	7H	277512812	277515245	+	2434	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691610	7H	277571824	277582434	+	10611	5360	4919	3908	4092	4564	4762	4549	4934
HORVU.MOREX.r3.7HG0691650	7H	278955755	278959927	+	4173	5024	4535	4274	3923	3981	4212	4380	4713
HORVU.MOREX.r3.7HG0691700	7H	280303194	280304043	-	850	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691750	7H	280564269	280579858	-	15590	9773	9267	12143	10506	8396	9737	10340	12825
HORVU.MOREX.r3.7HG0691770	7H	280644655	280645116	-	462	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691800	7H	281504618	281517150	+	12533	104	203	436	99	160	114	249	196
HORVU.MOREX.r3.7HG0691850	7H	282012341	282021674	+	9334	1888	2114	1935	1748	1729	2080	1895	2000
HORVU.MOREX.r3.7HG0691910	7H	282806082	282830512	+	24431	360	314	210	203	219	365	233	361
HORVU.MOREX.r3.7HG0691920	7H	283001772	283002476	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691930	7H	283569914	283570687	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0691940	7H	283944214	283957400	+	13187	6	0	0	2	0	0	2	2
HORVU.MOREX.r3.7HG0691980	7H	284595195	284638442	-	43248	1470	1268	1124	992	1165	1152	1252	1333
HORVU.MOREX.r3.7HG0691990	7H	284784707	284785411	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0692050	7H	285302029	285302337	-	309	14	4	9	8	8	9	16	17
HORVU.MOREX.r3.7HG0692070	7H	285314000	285317454	-	3455	242	160	284	120	117	206	163	197
HORVU.MOREX.r3.7HG0692090	7H	285320097	285320456	+	360	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0692100	7H	285320766	285321930	+	1165	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0692170	7H	286413398	286458516	-	45119	741	576	331	425	532	610	538	622
HORVU.MOREX.r3.7HG0692370	7H	288014405	288018761	+	4357	1440	1557	1626	1038	1217	1788	1311	1506
HORVU.MOREX.r3.7HG0692380	7H	288180870	288181442	+	573	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0692390	7H	288193321	288202645	-	9325	733	799	466	590	761	573	605	739
HORVU.MOREX.r3.7HG0692490	7H	289635982	289636686	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0692500	7H	289803946	289819096	-	15151	337	361	193	187	209	409	241	311
HORVU.MOREX.r3.7HG0692610	7H	291750747	291754836	-	4090	2439	2424	4834	2284	2542	2645	2830	2641
HORVU.MOREX.r3.7HG0692640	7H	293389647	293395311	+	5665	380	226	234	266	302	281	285	312
HORVU.MOREX.r3.7HG0692650	7H	293669421	293719610	-	50190	537	575	861	324	370	765	494	600
HORVU.MOREX.r3.7HG0692740	7H	295074796	295080581	-	5786	1823	1291	1424	1037	1167	1564	1259	1354
HORVU.MOREX.r3.7HG0692990	7H	298125184	298125849	-	666	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693010	7H	298662435	298669118	-	6684	851	765	843	704	796	817	772	879
HORVU.MOREX.r3.7HG0693030	7H	298961873	298981290	-	19418	613	512	587	539	460	516	419	633
HORVU.MOREX.r3.7HG0693060	7H	299752102	299752293	-	192	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693070	7H	300247922	300248860	-	939	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693080	7H	300366351	300414106	+	47756	1143	828	1095	821	679	787	886	1024
HORVU.MOREX.r3.7HG0693110	7H	300588073	300588846	-	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693240	7H	301220168	301222308	+	2141	2	0	5	0	2	2	4	6
HORVU.MOREX.r3.7HG0693250	7H	301392442	301392903	-	462	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693260	7H	301503334	301513127	+	9794	444	313	378	311	326	362	368	351
HORVU.MOREX.r3.7HG0693280	7H	301542343	301543116	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693310	7H	302522944	302524172	-	1229	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693320	7H	302525594	302526010	+	417	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693340	7H	302542461	302544940	+	2480	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693350	7H	302547078	302560205	+	13128	10771	8625	9789	7992	7859	10603	7989	10118
HORVU.MOREX.r3.7HG0693390	7H	302851792	302866658	-	14867	2037	1765	2283	1843	1850	1744	1908	2058
HORVU.MOREX.r3.7HG0693420	7H	303352032	303352304	-	273	1568	1406	1324	1310	1241	1644	1270	1632
HORVU.MOREX.r3.7HG0693430	7H	303352660	303371417	+	18758	183	130	236	146	128	132	180	171
HORVU.MOREX.r3.7HG0693440	7H	303372807	303374102	+	1296	5263	4992	11108	6414	5822	6067	7018	7094
HORVU.MOREX.r3.7HG0693490	7H	304118291	304164356	+	46066	1113	1022	789	752	945	927	902	1076
HORVU.MOREX.r3.7HG0693570	7H	304165532	304204766	-	39235	1084	877	962	749	872	926	935	992
HORVU.MOREX.r3.7HG0693590	7H	305126148	305128262	-	2115	459	423	494	439	509	538	443	597
HORVU.MOREX.r3.7HG0693700	7H	306756234	306762337	-	6104	3133	2431	2639	1765	1884	2809	2036	2510
HORVU.MOREX.r3.7HG0693770	7H	307148708	307168028	+	19321	2184	1616	1657	1395	1431	1916	1732	1861
HORVU.MOREX.r3.7HG0693880	7H	307980170	307982906	+	2737	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0693910	7H	308104919	308131403	+	26485	1712	1685	1284	1259	1320	1649	1478	1674
HORVU.MOREX.r3.7HG0693960	7H	309303092	309304354	-	1263	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694060	7H	309616386	309617012	+	627	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694080	7H	309896298	309896961	-	664	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694090	7H	309999422	310008898	-	9477	708	746	553	613	729	677	551	750
HORVU.MOREX.r3.7HG0694130	7H	311401307	311412349	+	11043	4743	3074	5107	4170	3074	3455	3667	4262
HORVU.MOREX.r3.7HG0694190	7H	311835404	311835667	-	264	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694250	7H	312181180	312181884	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694260	7H	312191351	312192055	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694310	7H	312396881	312397824	-	944	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694350	7H	312566788	312567928	-	1141	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694470	7H	313164562	313167360	+	2799	25	2	14	4	0	3	7	2
HORVU.MOREX.r3.7HG0694490	7H	314082317	314084100	-	1784	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694520	7H	314339799	314354964	-	15166	1585	1485	1431	1156	1219	1486	1155	1528
HORVU.MOREX.r3.7HG0694660	7H	315065871	315068919	-	3049	15	21	36	26	15	23	17	25
HORVU.MOREX.r3.7HG0694690	7H	316583465	316584148	+	684	0	0	0	0	0	0	0	0
